condition,therapeuticarea,summary,purpose,gender,age,status,cwid,modified,sponsor,phase
Abdominal Cancer,Oncology Gastroenterology Family Medicine,A Phase 3 Study (PHOCUS) to determine whether the oncolytic virus immunotherapy called Pexa-Vec (JX-594) can slow the progression of advanced liver cancer (hepatocellular carcinoma or HCC).,"This research study is for people with advanced liver cancer who have never received systemic medicine (affecting the entire body) for advanced liver cancer. This is a randomized, open-label Phase 3 study to determine whether treatment with vaccinia virus based immunotherapy (Pexa-Vec) followed by sorafenib can slow the progression of advanced liver cancer and improve quality of life compared to treatment with sorafenib alone.",Both Male and Female,18 and up,Recruiting,216906,"",SillaJen Inc.,3
Abdominal Cancer,Oncology Gastroenterology Family Medicine,A Phase 3 Study (PHOCUS) to determine whether the oncolytic virus immunotherapy called Pexa-Vec (JX-594) can slow the progression of advanced liver cancer (hepatocellular carcinoma or HCC).,"This research study is for people with advanced liver cancer who have never received systemic medicine (affecting the entire body) for advanced liver cancer. This is a randomized, open-label Phase 3 study to determine whether treatment with vaccinia virus based immunotherapy (Pexa-Vec) followed by sorafenib can slow the progression of advanced liver cancer and improve quality of life compared to treatment with sorafenib alone.",Both Male and Female,18 and up,Recruiting,215387,"",SillaJen Inc.,3
Abdominal Cancer,Oncology Gastroenterology Family Medicine,A Phase 3 Study (PHOCUS) to determine whether the oncolytic virus immunotherapy called Pexa-Vec (JX-594) can slow the progression of advanced liver cancer (hepatocellular carcinoma or HCC).,"This research study is for people with advanced liver cancer who have never received systemic medicine (affecting the entire body) for advanced liver cancer. This is a randomized, open-label Phase 3 study to determine whether treatment with vaccinia virus based immunotherapy (Pexa-Vec) followed by sorafenib can slow the progression of advanced liver cancer and improve quality of life compared to treatment with sorafenib alone.",Both Male and Female,18 and up,Recruiting,216909,"",SillaJen Inc.,3
Abdominal Surgery,Gastroenterology,A Study Determining Variances in Ostomy Skin Conditions And The Economic Impact.,This study will compare stoma related cost of care and compare incidence of Peristomal skin conditions with the use of CeraPlus skin barriers.,"",Both Male and Female,18 and up,207283,"",Recruiting,
Abdominal Surgery,Gastroenterology,LUCY Study - Abdominal Aortic Aneurysm Repair,A research study is evaluating the Ovation® Abdominal Stent Graft Platform.,"",Both Male and Female,18 and up,214006,"",,
Abdominal Surgery,Gastroenterology,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Adaptive Design Study Evaluating the Analgesic Efficacy and Safety of Intravenous CR845 in Patients Undergoing Abdominal Surgery. Clinical trial NCT02542384, CR845-CLIN3001.","The study schedule is comprised of a 14-day screening period, a treatment period and an observation period. All eligible subjects will be randomized into one of 4 treatment groups (1 of 3 dose levels or matched placebo). Study drug CR845 will be administered intravenously prior to surgery, and at specific time intervals after surgery. Additional rescue pain and anti-nausea medication will be made available. Post surgical changes in pain intensity, nausea and vomiting will be assessed.",Male,21 and up,Recruiting,213369,"","Cara Therapeutics, Inc.",3
Acne,Dermatology Family Medicine,Patients are needed to participate in a clinical research study of SB204 to evaluate Acne (Acne Vulgaris),"A Phase 3 Multi-Center, Randomized, Double-Blinded, Vehicle-Controlled, Parallel Group Study Comparing the Efficacy, Tolerability and Safety of Once Daily SB204 and Vehicle Gel in the Treatment of Acne Vulgaris. The objectives of this study are to compare efficacy, safety, and tolerability of SB204 and Vehicle Gel in subjects with acne vulgaris for 12 weeks.",Both Male and Female,N/A,Recruiting,215668,"",,3
Acne,Dermatology Family Medicine,Facial Acne Vulgaris,12 week trial for patients with acne.,Both Male and Female,9 and up,Recruiting,210816,"",Cassiopea S.p.A1,3
Acne,Dermatology Family Medicine,Research Studies for the Treatment of ACNE,Do you have a bad case of pimples?,"",Both Male and Female,N/A,216553,"",,
Acne,Dermatology Family Medicine,Research Studies for the Treatment of ACNE,Do you have a bad case of pimples?,"",Both Male and Female,N/A,216739,"",,
Acne,Dermatology Family Medicine,Acne Treatment Research Study,The purpose of this study is to compare the safety and efficacy of an investigational medication versus placebo (an inactive substance) in the treatment of moderate to severe facial acne.,Both Male and Female,9 to 45 Years,Recruiting,205528,"",,3
Acne,Dermatology Family Medicine,Acne Study - Children,Do you or your child have acne?,"",Both Male and Female,9 to 40 Years,216076,"",Recruiting,
Acne,Dermatology Family Medicine,Facial Acne Study for Men or Women Ages 12 to 65. Compensation for time and travel may be up to $200.00,"A Multi-Center, Double-Blind, Randomized, Vehicle-Controlled, Parallel-Group Study to Compare Perrigo Israel Pharmaceuticals, Ltd., Clindamycin 1%/Benzoyl Peroxide 5% Topical Gel to BenzaClin Topical Gel (Clindamycin-Benzoyl Peroxide Gel) and Both Active Treatments to a Vehicle Control in the Treatment of Acne Vulgaris",Both Male and Female,12 to 65 Years,Recruiting,162799,"",,3
Acne,Dermatology Family Medicine,Acne,Are you bothered by acne?,"",Both Male and Female,9 to 40 Years,216068,"",,
Acquired Immune Deficiency Syndrome (AIDS - Pediatric),Immunology Pediatrics/Neonatology Infections and Infectious Diseases Family Medicine,Children and Adolescents with Hereditary Angioedema (HAE),The purpose of this clinical research study to test how well and how safe an investigational medication works in children and adolescent with HAE.,"",Both Male and Female,2 to 15 Years,199554,"",,
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,208656,"",Cortendo AB,3
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,208654,"",Cortendo AB,3
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,208648,"",Cortendo AB,3
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,202406,"",Cortendo AB,3
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,202388,"",Cortendo AB,3
Acromegaly,Endocrinology Musculoskeletal Rheumatology,"An Open Label Study to Assess the Safety and Efficacy of COR-003 (2S, 4R ketoconazole) in the Treatment of Endogenous Cushing's Syndrome",The primary objectives of this study are to evaluate the efficacy of ascending doses of COR-003 in subjects with elevated levels of cortisol due to endogenous Cushing's Syndrome by assessment of reduction in Urinary Free Cortisol (UFC) concentrations and to identify the range of safe and effective doses of COR-003 that reduce mean UFC concentrations ≤ULN (upper limit of normal) of the assay at month 6 of the maintenance phase of dosing without a prior dose increase in that phase.,Both Male and Female,18 and up,Recruiting,202416,"",Cortendo AB,3
